ID,fromID,toID,length,type,capacity,freespeed,origID
9999,1166628429,268161351,246.0741272614281500000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9998,1166628306,1166628429,242.9854112183682600000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9997,1166628236,1166628306,264.3536543775746300000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9996,268162728,1166628236,40.5157378712441340000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9995,741090545,268162728,114.2590997592958200000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9994,268161265,741090545,464.9446600670269200000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712279
9993,317645243,317644172,186.2914653042818400000000000000000,,6000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252737
9992,2488308977,36750803,12.0570313585467250000000000000000,,1000.0000000000000000000000000000000,16.6666666666666680000000000000000,59712280
9991,36750803,2488308977,12.0570313585467250000000000000000,,1000.0000000000000000000000000000000,16.6666666666666680000000000000000,59712280
9990,451041125,122763286,1676.8102044956054000000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,13312092
999,2346842988,1288334988,219.7875038892843800000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,225873485
9989,122763286,451041125,1676.8102044956054000000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,13312092
9988,1790583364,1790583397,89.2460662828666220000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,167684456
9987,1790583397,1790583364,89.2460662828666220000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,167684456
9986,461491514,461491411,69.9685478479864710000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855366
9985,660937764,279663126,297.6832814923902800000000000000000,,8000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252739
9984,279662987,660937764,336.6729877667127100000000000000000,,8000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252739
9983,1429750630,853061397,14.8800621726279750000000000000000,,3000.0000000000000000000000000000000,22.2222222222222210000000000000000,38855365
9982,322079059,1429750630,365.8970777982082200000000000000000,,3000.0000000000000000000000000000000,22.2222222222222210000000000000000,38855365
9981,268161174,268161158,525.1381495765532500000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712283
9980,268644978,268644979,105.7785223901579200000000000000000,,6000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252741
998,1288334988,2346842988,219.7875038892843800000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,225873485
9979,461491413,461491412,95.7169365148033220000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855363
9978,322564605,322564299,444.7227311871524800000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,29319468
9977,268902281,2523376885,104.0082026687609200000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,99820897
9976,741072276,268161174,112.4529274034534600000000000000000,,1500.0000000000000000000000000000000,16.6666666666666680000000000000000,59712285
9975,1429750625,1429750612,13.6919614312559790000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855362
9974,461491412,1429750625,259.3220438823149200000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855362
9973,268647591,268645609,161.4294308251397200000000000000000,,6000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252743
9972,461491411,268162312,171.0119924567144400000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855361
9971,29526088,36747150,197.2929723833721900000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,38855360
9970,14940434,1613525136,278.9119287571881500000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,148252761
997,1288334988,2346842941,164.9443108276610700000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,225873484
9969,268644979,268645022,181.2681957985502400000000000000000,,6000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252753
9968,268649369,268648983,286.0266535679452300000000000000000,,6000.0000000000000000000000000000000,33.3333333333333360000000000000000,148252755
9967,741072307,122837328,82.3554553586738360000000000000000,,1500.0000000000000000000000000000000,16.6666666666666680000000000000000,59712266
9966,741072307,268161265,72.5514543681648970000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712267
9965,28947758,741072307,328.8267766107529700000000000000000,,4500.0000000000000000000000000000000,22.2222222222222210000000000000000,59712267
9964,69091933,1216487808,100.4394877710332400000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,13426760
9963,1216487808,69091933,100.4394877710332400000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,13426760
9962,1613525134,279663174,236.6458565868539900000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,148252757
9961,1613525136,1613525134,48.8118724241843220000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,148252757
9960,279663013,1613525136,323.2002009476075300000000000000000,,1500.0000000000000000000000000000000,22.2222222222222210000000000000000,148252757
996,2346842941,1288334988,164.9443108276610700000000000000000,,600.0000000000000000000000000000000,12.5000000000000000000000000000000,225873484
9959,741072277,28947757,92.2607115993426280000000000000000,,1500.0000000000000000000000000000000,16.6666666666666680000000000000000,59712268
