startnode,endnode,category,capacity,freespeed
91,125,1,33.333
90,91,1,33.333
128,90,1,33.333
89,128,1,33.333
127,89,1,33.333
127,106,1,33.333
136,106,1,33.333
136,134,1,33.333
88,134,1,33.333
88,182,1,33.333
182,100,1,33.333
183,100,1,33.333
91,124,1,33.333
82,124,1,33.333
82,151,1,33.333
105,151,1,33.333
105,148,1,33.333
139,148,1,33.333
81,139,1,33.333
180,81,1,33.333
180,99,1,33.333
184,99,1,33.333
90,130,1,33.333
82,130,1,33.333
82,142,1,33.333
118,142,1,33.333
118,73,1,33.333
117,82,1,33.333
117,115,1,33.333
83,115,1,33.333
124,123,1
123,121,1
121,122,1
74,119,1
120,119,1
120,73,1
152,73,1
152,104,1
140,104,1
140,72,1
146,72,1
146,147,1
81,147,1
81,133,1
88,133,1
88,103,1
133,132,2
131,132,2
131,135,2
137,135,2
137,126,2
129,126,2
129,130,2
129,151,2
129,128,2
136,135,2
135,148,2
137,106,2
137,105,2
126,127,2
131,148,2
131,81,2
132,88,2
132,134,2
139,138,2
148,138,2
138,141,2
144,141,2
144,143,2
142,143,2
146,145,2
149,145,2
149,150,2
118,150,2
148,141,2
145,141,2
145,140,2
144,105,2
144,149,2
104,149,2
104,166,2
143,151,2
143,150,2
152,150,2
152,164,2
165,73,2
72,172,2
166,172,2
166,164,2
165,164,2
165,120,2
113,120,2
113,110,2
112,110,2
110,119,2
74,112,2
113,116,2
117,116,2
116,109,2
118,109,2
116,108,2
114,108,2
114,111,2
110,108,2
114,115,2
112,111,2
83,111,2
117,123,2
121,115,2
83,122,2
125,122,2
91,130,2
146,170,2
171,170,2
171,167,2
160,167,2
160,162,2
21,162,2
21,80,1
185,80,1
185,184,1
72,173,1
177,173,1
177,98,1
154,98,1
154,157,1
71,157,1
71,70,1
70,29,1
30,29,1,33.333
30,69,1
68,69,1
69,28,1
76,28,1
76,77,1
77,20,1
78,77,1
77,107,1
24,107,1
71,22,1
24,25,2
22,25,2
71,26,2
179,26,2
179,98,2
23,179,2
23,174,2
163,174,2
163,19,2
20,19,2
25,26,2
107,163,2
174,176,2
175,176,2
175,178,2
173,178,2
178,177,2
98,176,2
176,167,2
171,175,2
171,168,2
180,168,2
180,170,2
169,168,2
169,160,2
167,169,2
169,99,2
187,184,2
185,188,2
186,99,2
181,186,2
187,186,2
187,188,2
185,161,2
162,161,2
169,161,2
162,163,2
28,27,2
31,27,2
27,29,2
76,31,1
70,31,1
70,66,1
159,66,1
159,71,1
159,158,2
153,158,2
153,156,2
155,156,2
155,177,2
98,156,2
154,156,2
154,153,2
158,157,2
173,172,2
65,66,1,33.333
69,67,1
78,97,1
39,97,1
39,34,1
75,34,1
75,37,1
37,68,1
32,36,2
34,36,2
34,43,2
38,43,2
38,40,2
45,40,2
45,41,2
41,42,2
44,42,2
44,39,2
35,97,2
35,78,2
40,32,2
36,38,2
41,38,2
43,42,2
43,39,2
35,34,2
36,37,2
28,75,2
194,76,1
194,35,2
181,81,2
182,181,2
181,133,2
181,180,2
186,100,2
187,183,2
79,20,1
79,80,1
15,79,1
15,18,1
18,78,1
78,16,1
85,16,1
85,46,1
47,46,1
47,84,1
84,133,1
85,7,1
14,7,1
14,13,1
93,13,1
93,1,1
94,2,1
94,9,1
92,9,1
92,193,1
95,193,1
92,87,1
86,87,1
86,92,1
192,87,1
192,183,1
80,187,1
86,79,1
15,86,1
5,86,1
5,85,1
52,49,2
60,49,2
60,57,2
33,57,2
60,58,2
59,58,2
59,56,2
61,56,2
61,7,2
54,59,2
54,58,2
53,54,2
54,55,2
53,55,2
55,62,2
14,62,2
62,61,2
47,61,2
56,57,2
53,51,2
50,51,2
50,52,2
64,50,2
64,1,2
63,64,2
63,51,2
93,63,2
63,62,2
51,49,2
48,84,2
45,48,2
48,41,2
42,47,2
46,44,2
17,16,2
44,16,2
17,5,2
18,17,2
17,86,2
7,11,2
5,11,2
11,12,2
12,13,2
12,6,2
5,6,2
6,3,2
4,3,2
1,4,2
2,4,2
3,10,2
94,10,2
10,8,2
86,8,2
8,5,2
9,8,2
189,100,2
189,183,2
182,189,2
189,101,2
102,101,2
96,103,2
101,103,2
101,191,2
190,191,2
190,192,2
193,192,2
190,92,2
102,96,2
95,102,2
94,95,2
125,91,1
91,90,1
90,128,1
128,89,1
89,127,1
106,127,1
106,136,1
134,136,1
134,88,1
182,88,1
100,182,1
100,183,1
124,91,1
124,82,1
151,82,1
151,105,1
148,105,1
148,139,1
139,81,1
81,180,1
99,180,1
99,184,1
130,90,1
130,82,1
142,82,1
142,118,1
73,118,1
82,117,1
115,117,1
115,83,1
123,124,1
121,123,1
122,121,1
119,74,1
119,120,1
73,120,1
73,152,1
104,152,1
104,140,1
72,140,1
72,146,1
147,146,1
147,81,1
133,81,1
133,88,1
103,88,1
132,133,2
132,131,2
135,131,2
135,137,2
126,137,2
126,129,2
130,129,2
151,129,2
128,129,2
135,136,2
148,135,2
106,137,2
105,137,2
127,126,2
148,131,2
81,131,2
88,132,2
134,132,2
138,139,2
138,148,2
141,138,2
141,144,2
143,144,2
143,142,2
145,146,2
145,149,2
150,149,2
150,118,2
141,148,2
141,145,2
140,145,2
105,144,2
149,144,2
149,104,2
166,104,2
151,143,2
150,143,2
150,152,2
164,152,2
73,165,2
172,72,2
172,166,2
164,166,2
164,165,2
120,165,2
120,113,2
110,113,2
110,112,2
119,110,2
112,74,2
116,113,2
116,117,2
109,116,2
109,118,2
108,116,2
108,114,2
111,114,2
108,110,2
115,114,2
111,112,2
111,83,2
123,117,2
115,121,2
122,83,2
122,125,2
130,91,2
170,146,2
170,171,2
167,171,2
167,160,2
162,160,2
162,21,2
80,21,1
80,185,1
184,185,1
173,72,1
173,177,1
98,177,1
98,154,1
157,154,1
157,71,1
70,71,1
29,70,1,33.333
29,30,1
69,30,1,33.333
69,68,1
28,69,1
28,76,1
77,76,1
20,77,1
77,78,1
107,77,1
107,24,1
22,71,1
25,24,2
25,22,2
26,71,2
26,179,2
98,179,2
179,23,2
174,23,2
174,163,2
19,163,2
19,20,2
26,25,2
163,107,2
176,174,2
176,175,2
178,175,2
178,173,2
177,178,2
176,98,2
167,176,2
175,171,2
168,171,2
168,180,2
170,180,2
168,169,2
160,169,2
169,167,2
99,169,2
184,187,2
188,185,2
99,186,2
186,181,2
186,187,2
188,187,2
161,185,2
161,162,2
161,169,2
163,162,2
27,28,2
27,31,2
29,27,2
31,76,1
31,70,1
66,70,1,33.333
66,159,1,33.333
71,159,1
158,159,2
158,153,2
156,153,2
156,155,2
177,155,2
156,98,2
156,154,2
153,154,2
157,158,2
172,173,2
66,65,1
67,69,1,33.333
97,78,1
97,39,1
34,39,1
34,75,1
37,75,1
68,37,1
36,32,2
36,34,2
43,34,2
43,38,2
40,38,2
40,45,2
41,45,2
42,41,2
42,44,2
39,44,2
97,35,2
78,35,2
32,40,2
38,36,2
38,41,2
42,43,2
39,43,2
34,35,2
37,36,2
75,28,2
76,194,1
35,194,2
81,181,2
181,182,2
133,181,2
180,181,2
100,186,2
183,187,2
20,79,1
80,79,1
79,15,1
18,15,1
78,18,1
16,78,1
16,85,1
46,85,1
46,47,1
84,47,1
133,84,1
7,85,1
7,14,1
13,14,1
13,93,1
1,93,1
2,94,1
9,94,1
9,92,1
193,92,1
193,95,1
87,92,1
87,86,1
92,86,1
87,192,1
183,192,1
